ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
0010df6f90310bdd,xclick,/m/031n1,1,0.271872,0.318909,0.751875,0.7725,1,0,0,0,0
0010df6f90310bdd,xclick,/m/031n1,1,0.310442,0.362182,0.770625,0.82,1,0,0,0,0
0010df6f90310bdd,xclick,/m/031n1,1,0.424271,0.473189,0.765625,0.803125,1,0,0,0,0
0010df6f90310bdd,xclick,/m/031n1,1,0.457197,0.513641,0.75875,0.78125,1,0,0,0,0
0010df6f90310bdd,xclick,/m/031n1,1,0.48071499999999995,0.5268109999999999,0.755625,0.7725,1,0,0,0,0
0010df6f90310bdd,xclick,/m/031n1,1,0.5729069999999999,0.606773,0.7625,0.78625,1,0,0,0,0
0010df6f90310bdd,xclick,/m/031n1,1,0.8278459999999999,0.917215,0.765625,0.8,1,0,0,0,0
0010df6f90310bdd,xclick,/m/031n1,1,0.89746,0.984008,0.77625,0.81375,1,0,0,0,0
001143f413f62634,xclick,/m/031n1,1,0.468105,0.527205,0.97125,0.999375,1,1,0,0,0
001143f413f62634,xclick,/m/031n1,1,0.518762,0.669794,0.949375,0.999375,0,0,0,0,0
0011d4b354cfeb7b,xclick,/m/031n1,1,0.0,0.06375,0.719591,0.8644379999999999,1,1,0,0,0
0011d4b354cfeb7b,xclick,/m/031n1,1,0.049375,0.23,0.788301,0.920149,1,0,0,0,0
0011d4b354cfeb7b,xclick,/m/031n1,1,0.33,0.50875,0.8774370000000001,0.998143,1,1,0,0,0
00145feb6b15d975,xclick,/m/031n1,1,0.426654,0.544583,0.832667,0.928667,1,0,0,0,0
00145feb6b15d975,xclick,/m/031n1,1,0.510067,0.564717,0.829333,0.904667,1,0,0,0,0
0015544a731e7fbf,xclick,/m/031n1,1,0.92875,0.999375,0.543333,0.6475,0,0,0,0,0
0015544a731e7fbf,xclick,/m/031n1,1,0.961875,0.999375,0.4025,0.4875,1,1,0,0,0
001572c7ce3ec76d,xclick,/m/031n1,1,0.4601560000000001,0.5585939999999999,0.811458,0.910417,0,0,0,0,0
001572c7ce3ec76d,xclick,/m/031n1,1,0.489062,0.528125,0.701042,0.779167,1,0,0,0,0
0016a58ef51901c2,xclick,/m/031n1,1,0.465625,0.551562,0.929167,0.995833,0,0,0,0,0
0016a58ef51901c2,xclick,/m/031n1,1,0.640625,0.6875,0.96875,0.997917,0,1,0,0,0
0016a58ef51901c2,xclick,/m/031n1,1,0.698438,0.745313,0.7375,0.90625,1,0,0,0,0
0016deeb7f450f00,xclick,/m/031n1,1,0.48125,0.506875,0.624765,0.6519699999999999,0,0,0,0,0
0016fd49ab8c05b2,xclick,/m/031n1,1,0.006,0.102,0.136432,0.271364,1,0,0,0,0
0016fd49ab8c05b2,xclick,/m/031n1,1,0.627,0.6809999999999999,0.038981,0.115442,1,0,0,0,0
0019434a4ed1225a,xclick,/m/031n1,1,0.32125,0.3625,0.775,0.8466670000000001,1,0,0,0,0
0019434a4ed1225a,xclick,/m/031n1,1,0.33,0.36125,0.826667,0.876667,1,0,0,0,0
0019434a4ed1225a,xclick,/m/031n1,1,0.415,0.45375,0.798333,0.868333,1,0,0,0,0
0019434a4ed1225a,xclick,/m/031n1,1,0.45375,0.4875,0.81,0.883333,1,0,0,0,0
0019434a4ed1225a,xclick,/m/031n1,1,0.52625,0.565,0.793333,0.875,1,0,0,0,0
0019434a4ed1225a,xclick,/m/031n1,1,0.56375,0.59625,0.815,0.866667,1,0,0,0,0
0019472d0b7645a6,xclick,/m/031n1,1,0.489375,0.52,0.747012,0.7858569999999999,1,0,0,0,0
0019472d0b7645a6,xclick,/m/031n1,1,0.52875,0.568125,0.736056,0.7848609999999999,1,0,0,0,0
0019472d0b7645a6,xclick,/m/031n1,1,0.561875,0.601875,0.52988,0.5627489999999999,1,0,0,0,0
0019472d0b7645a6,xclick,/m/031n1,1,0.6225,0.649375,0.523904,0.560757,1,0,0,0,0
00195c754cb0c73c,xclick,/m/031n1,1,0.307692,0.437148,0.79125,0.88,0,0,0,0,0
00195c754cb0c73c,xclick,/m/031n1,1,0.42213900000000004,0.47561000000000003,0.785,0.84,1,0,0,0,0
0019ac7145cd8cea,xclick,/m/031n1,1,0.139648,0.44824200000000003,0.778125,0.88125,0,0,0,0,0
0019ac7145cd8cea,xclick,/m/031n1,1,0.557617,0.704102,0.782812,0.878906,1,0,0,0,0
0019feb07b635578,xclick,/m/031n1,1,0.47248599999999996,0.6432640000000001,0.830046,0.924127,1,0,0,0,0
0019feb07b635578,xclick,/m/031n1,1,0.48576800000000003,0.6489560000000001,0.769347,0.8330799999999999,1,0,0,0,0
001af71e3fb4faa6,xclick,/m/031n1,1,0.0,0.05625,0.540338,0.5966229999999999,1,1,0,0,0
001c89242ad9886e,xclick,/m/031n1,1,0.234375,0.352865,0.704102,0.8183590000000001,1,0,0,0,0
001c89242ad9886e,xclick,/m/031n1,1,0.447917,0.6132810000000001,0.751953,0.8994139999999999,0,0,0,0,0
001e61e36acec4cc,xclick,/m/031n1,1,0.32375,0.38375,0.659475,0.786116,1,0,0,0,0
001e61e36acec4cc,xclick,/m/031n1,1,0.45375,0.50375,0.693246,0.8283299999999999,0,0,0,0,0
001e61e36acec4cc,xclick,/m/031n1,1,0.52,0.5825,0.534709,0.6482180000000001,0,0,0,0,0
001e936088c283ef,xclick,/m/031n1,1,0.6375,0.85625,0.820625,0.93,1,0,0,0,0
001e936088c283ef,xclick,/m/031n1,1,0.69375,0.946875,0.850625,0.959375,1,0,0,0,0
001f6698751ee716,xclick,/m/031n1,1,0.504545,0.571818,0.743125,0.80625,0,0,0,0,0
001f6698751ee716,xclick,/m/031n1,1,0.548182,0.6,0.73875,0.793125,1,0,0,0,0
001feda1d6c92437,xclick,/m/031n1,1,0.30385700000000004,0.46848500000000004,0.873125,0.925625,0,0,0,0,0
001feda1d6c92437,xclick,/m/031n1,1,0.502352,0.5644399999999999,0.83,0.898125,1,0,0,0,0
0020b51e9896a061,xclick,/m/031n1,1,0.66985,0.6971350000000001,0.8308270000000001,0.8815790000000001,0,0,0,0,0
002291454629e1a2,xclick,/m/031n1,1,0.70625,0.851562,0.828125,0.992188,0,1,0,0,0
002291454629e1a2,xclick,/m/031n1,1,0.789062,0.946875,0.7875,0.992188,1,1,0,0,0
00232db06c3a2107,xclick,/m/031n1,1,0.12875,0.745625,0.184474,0.7362270000000001,0,0,0,0,0
0024fc6e90a442b7,xclick,/m/031n1,1,0.37180799999999997,0.5076609999999999,0.85346,0.9409770000000001,0,0,0,0,0
002d5882298dd608,xclick,/m/031n1,1,0.0,0.9990620000000001,0.08875,0.756875,1,1,0,0,0
002fbef24f4f767e,xclick,/m/031n1,1,0.0325,0.2925,0.673225,0.987168,0,0,0,0,0
003074cbd3573914,xclick,/m/031n1,1,0.423125,0.5075,0.755,0.836667,0,0,0,0,0
003074cbd3573914,xclick,/m/031n1,1,0.4725,0.544375,0.729167,0.798333,0,0,0,0,0
0033ee6b387b53fd,xclick,/m/031n1,1,0.76557,0.8467459999999999,0.11556400000000001,0.27959,1,0,0,0,0
0033ee6b387b53fd,xclick,/m/031n1,1,0.8089569999999999,0.9335200000000001,0.22274000000000002,0.383038,1,0,0,0,0
00370b85d4cdcf90,xclick,/m/031n1,1,0.580625,0.62125,0.424271,0.562559,0,0,0,0,0
00370b85d4cdcf90,xclick,/m/031n1,1,0.660625,0.718125,0.49953000000000003,0.588899,0,0,0,0,0
003921e3513c758e,xclick,/m/031n1,1,0.50125,0.605625,0.8939959999999999,0.984991,0,0,0,0,0
003921e3513c758e,xclick,/m/031n1,1,0.6025,0.670625,0.786116,0.9380860000000001,0,0,0,0,0
003b4f097749f3c3,xclick,/m/031n1,1,0.47036999999999995,0.5981479999999999,0.771779,0.8503069999999999,0,0,0,0,0
003b7f588bc82039,xclick,/m/031n1,1,0.040338,0.153846,0.71,0.74625,1,0,0,0,0
003b7f588bc82039,xclick,/m/031n1,1,0.18667899999999998,0.302064,0.6675,0.69125,1,0,0,0,0
003b7f588bc82039,xclick,/m/031n1,1,0.283302,0.369606,0.841875,0.90125,0,0,0,0,0
003b7f588bc82039,xclick,/m/031n1,1,0.412758,0.56379,0.800625,0.841875,1,0,0,0,0
003b7f588bc82039,xclick,/m/031n1,1,0.520638,0.591932,0.585625,0.618125,1,0,0,0,0
003b7f588bc82039,xclick,/m/031n1,1,0.6848029999999999,0.800188,0.689375,0.7325,1,0,0,0,0
003c0f0a0e94c4ad,xclick,/m/031n1,1,0.34375,0.491667,0.898438,0.9984379999999999,0,0,0,0,0
003c0f0a0e94c4ad,xclick,/m/031n1,1,0.675,0.86875,0.795313,0.884375,1,0,0,0,0
003cc171e9cc907b,xclick,/m/031n1,1,0.10330999999999999,0.303912,0.7625,0.863125,1,0,0,0,0
003cc171e9cc907b,xclick,/m/031n1,1,0.40220700000000004,0.528586,0.745625,0.84625,1,0,0,0,0
003cc171e9cc907b,xclick,/m/031n1,1,0.5325979999999999,0.657974,0.825,0.92875,1,0,0,0,0
003cc171e9cc907b,xclick,/m/031n1,1,0.7091270000000001,0.797392,0.765625,0.875,1,0,0,0,0
003d580feae883fb,xclick,/m/031n1,1,0.121951,0.41181999999999996,0.235,0.51875,0,0,0,0,0
003d580feae883fb,xclick,/m/031n1,1,0.46904300000000004,0.816135,0.223125,0.554375,0,0,0,0,0
0041c316ea952f64,xclick,/m/031n1,1,0.560625,0.625,0.688138,0.793401,1,0,0,0,0
0041c316ea952f64,xclick,/m/031n1,1,0.850625,0.999375,0.49096599999999996,0.622938,1,1,0,0,0
0045eeb28ed968ae,xclick,/m/031n1,1,0.347339,0.507937,0.748125,0.81625,1,0,0,0,0
0045eeb28ed968ae,xclick,/m/031n1,1,0.439776,0.557423,0.751875,0.830625,0,0,0,0,0
0045eeb28ed968ae,xclick,/m/031n1,1,0.72549,0.8655459999999999,0.695625,0.8225,0,0,0,0,0
0045eeb28ed968ae,xclick,/m/031n1,1,0.815126,0.90943,0.60875,0.6875,1,0,0,0,0
00464acfe73c79bb,xclick,/m/031n1,1,0.10839800000000001,0.248047,0.734375,0.871094,1,0,0,0,0
00464acfe73c79bb,xclick,/m/031n1,1,0.36425799999999997,0.4619140000000001,0.845052,0.992188,0,0,0,0,0
00480af0b2669d31,xclick,/m/031n1,1,0.169167,0.273333,0.83,0.98125,0,0,0,0,0
00480af0b2669d31,xclick,/m/031n1,1,0.32,0.408333,0.8425,0.988125,0,0,0,0,0
00480af0b2669d31,xclick,/m/031n1,1,0.538333,0.688333,0.91625,0.993125,1,0,0,0,0
00486e51e2e5f416,xclick,/m/031n1,1,0.30375,0.6375,0.44029799999999997,0.783582,0,0,0,0,0
00486e51e2e5f416,xclick,/m/031n1,1,0.7375,0.915,0.699627,0.998134,1,1,0,0,0
004e23f3b7209337,xclick,/m/031n1,1,0.208763,0.496134,0.874375,0.931875,0,0,0,0,0
004e23f3b7209337,xclick,/m/031n1,1,0.24226799999999998,0.49871099999999996,0.8325,0.88375,1,0,0,0,0
004e23f3b7209337,xclick,/m/031n1,1,0.597938,0.8904639999999999,0.87875,0.9625,1,0,0,0,0
004e23f3b7209337,xclick,/m/031n1,1,0.731959,0.96134,0.806875,0.871875,1,0,0,0,0
005497790b7b56f3,xclick,/m/031n1,1,0.319531,0.359375,0.846461,0.938185,0,0,0,0,0
00555e6adad1141b,xclick,/m/031n1,1,0.454715,0.591036,0.850625,0.940625,0,0,0,0,0
0056cde29c71d965,xclick,/m/031n1,1,0.3725,0.43125,0.8986639999999999,0.998886,1,1,0,0,0
0056cde29c71d965,xclick,/m/031n1,1,0.413125,0.48,0.800668,0.9643649999999999,1,0,0,0,0
0056cde29c71d965,xclick,/m/031n1,1,0.473125,0.545,0.91314,0.998886,0,1,0,0,0
0056cde29c71d965,xclick,/m/031n1,1,0.63875,0.68875,0.868597,0.998886,1,1,0,0,0
00574019c26f3d63,xclick,/m/031n1,1,0.163125,0.241875,0.730769,0.825516,1,0,0,0,0
0057d65520bbbcc6,xclick,/m/031n1,1,0.005,0.14625,0.669588,0.8694129999999999,0,0,0,0,0
0057d65520bbbcc6,xclick,/m/031n1,1,0.20875,0.334375,0.716915,0.777388,0,0,0,0,0
0059d8c3c5c6569b,xclick,/m/031n1,1,0.29080700000000004,0.433396,0.80625,0.9575,1,0,0,0,0
0059d8c3c5c6569b,xclick,/m/031n1,1,0.659475,0.9052530000000001,0.53375,0.630625,1,0,0,0,0
005b1a18091cc6f8,xclick,/m/031n1,1,0.308123,0.437909,0.7575,0.97,0,0,0,0,0
005b1a18091cc6f8,xclick,/m/031n1,1,0.436041,0.568627,0.7475,0.973125,1,0,0,0,0
005bbeaeebcbeb16,xclick,/m/031n1,1,0.23666700000000002,0.31,0.761875,0.833125,0,0,0,0,0
005bbeaeebcbeb16,xclick,/m/031n1,1,0.3825,0.428333,0.834375,0.88,0,0,0,0,0
005bbeaeebcbeb16,xclick,/m/031n1,1,0.428333,0.48,0.834375,0.868125,0,0,0,0,0
005bbeaeebcbeb16,xclick,/m/031n1,1,0.500833,0.546667,0.75875,0.82375,1,0,0,0,0
005bbeaeebcbeb16,xclick,/m/031n1,1,0.59,0.650833,0.796875,0.8425,0,0,0,0,0
005bbeaeebcbeb16,xclick,/m/031n1,1,0.749167,0.7925,0.8375,0.875,0,0,0,0,0
00679f96f8bf2379,xclick,/m/031n1,1,0.429688,0.51875,0.004688,0.075,0,0,0,0,0
00679f96f8bf2379,xclick,/m/031n1,1,0.634375,0.742188,0.101562,0.18125,1,0,0,0,0
0069f6f6b617a8ec,xclick,/m/031n1,1,0.166979,0.379925,0.881875,0.988125,1,0,0,0,0
0069f6f6b617a8ec,xclick,/m/031n1,1,0.331144,0.461538,0.8675,0.969375,1,0,0,0,0
0069f6f6b617a8ec,xclick,/m/031n1,1,0.4212010000000001,0.520638,0.876875,0.970625,1,0,0,0,0
007130d01f0060d1,xclick,/m/031n1,1,0.5575,0.60375,0.505,0.5775,0,0,0,0,0
007130d01f0060d1,xclick,/m/031n1,1,0.6025,0.66875,0.514167,0.565833,0,0,0,0,0
0074cc9df928b747,xclick,/m/031n1,1,0.043125,0.11375,0.716698,0.9118200000000001,0,0,0,0,0
0074cc9df928b747,xclick,/m/031n1,1,0.6875,0.749375,0.13508399999999998,0.203565,0,0,0,0,0
0074cc9df928b747,xclick,/m/031n1,1,0.748125,0.815625,0.296435,0.353659,0,0,0,0,0
0074cc9df928b747,xclick,/m/031n1,1,0.814375,0.873125,0.318949,0.390244,1,0,0,0,0
0075004725aaf723,xclick,/m/031n1,1,0.62875,0.705,0.060180999999999985,0.183017,0,0,0,0,0
0076b0e1dae7cd55,xclick,/m/031n1,1,0.149393,0.337068,0.884375,0.940625,1,0,0,0,0
0076b0e1dae7cd55,xclick,/m/031n1,1,0.511671,0.6825399999999999,0.885625,0.99125,1,0,0,0,0
00775835e9e7fbd2,xclick,/m/031n1,1,0.22048600000000002,0.327257,0.795,0.890625,0,0,0,0,0
00775835e9e7fbd2,xclick,/m/031n1,1,0.296875,0.412326,0.790625,0.905,0,0,0,0,0
00775835e9e7fbd2,xclick,/m/031n1,1,0.592882,0.72309,0.79,0.89375,1,0,0,0,0
00775835e9e7fbd2,xclick,/m/031n1,1,0.780382,0.8923610000000001,0.601875,0.68875,1,0,0,0,0
007c09854dddc729,xclick,/m/031n1,1,0.068125,0.17375,0.62,0.716667,0,0,0,0,0
0089b83773fe821a,xclick,/m/031n1,1,0.14005599999999999,0.229692,0.71375,0.75125,1,0,0,0,0
0089b83773fe821a,xclick,/m/031n1,1,0.282913,0.38282,0.735625,0.785,1,0,0,0,0
0089b83773fe821a,xclick,/m/031n1,1,0.459384,0.647059,0.785625,0.8825,0,0,0,0,0
008d346b1b7c75f8,xclick,/m/031n1,1,0.0,0.101313,0.848125,0.93125,1,1,0,0,0
008d346b1b7c75f8,xclick,/m/031n1,1,0.4821760000000001,0.581613,0.833125,0.945625,1,0,0,0,0
008d346b1b7c75f8,xclick,/m/031n1,1,0.577861,0.688555,0.830625,0.9625,1,0,0,0,0
008d346b1b7c75f8,xclick,/m/031n1,1,0.6519699999999999,0.721388,0.745625,0.820625,1,0,0,0,0
008d346b1b7c75f8,xclick,/m/031n1,1,0.770169,0.880863,0.71125,0.77625,1,0,0,0,0
008e0db036b3ccba,xclick,/m/031n1,1,0.2625,0.40125,0.659475,0.7908069999999999,0,0,0,0,0
008e0db036b3ccba,xclick,/m/031n1,1,0.635625,0.69875,0.525328,0.626642,0,0,0,0,0
008e0db036b3ccba,xclick,/m/031n1,1,0.65125,0.76125,0.336773,0.413696,0,0,0,0,0
008e0db036b3ccba,xclick,/m/031n1,1,0.739375,0.829375,0.46341499999999997,0.60788,0,0,0,0,0
008eabe86ea369a7,xclick,/m/031n1,1,0.275,0.3875,0.824312,0.909494,1,0,0,0,0
00979ad149da07ed,xclick,/m/031n1,1,0.13333299999999998,0.531313,0.306667,0.793333,0,0,0,0,0
0097c6d9a95182a9,xclick,/m/031n1,1,0.42407399999999995,0.540741,0.826226,0.900853,1,0,0,0,0
0097c6d9a95182a9,xclick,/m/031n1,1,0.48518500000000003,0.614815,0.791045,0.902985,1,0,0,0,0
009837f512ca8481,xclick,/m/031n1,1,0.0,0.489062,0.459375,0.811458,0,0,0,0,0
009837f512ca8481,xclick,/m/031n1,1,0.317187,0.670313,0.3,0.633333,1,0,0,0,0
009a23aff4f2d0c1,xclick,/m/031n1,1,0.283333,0.329167,0.96125,0.99875,1,1,0,0,0
009a23aff4f2d0c1,xclick,/m/031n1,1,0.320833,0.459167,0.9475,0.999375,0,0,0,0,0
009b4da5ce87d811,xclick,/m/031n1,1,0.471415,0.612933,0.83625,0.95125,1,0,0,0,0
009b4da5ce87d811,xclick,/m/031n1,1,0.5220239999999999,0.621368,0.769375,0.896875,0,0,0,0,0
009cf0f88455830a,activemil,/m/031n1,1,0.262963,0.777778,0.0,0.625974,0,0,0,0,0
009dd899df42e7fe,xclick,/m/031n1,1,0.921875,0.965625,0.276377,0.30345500000000003,0,0,0,0,0
009ff1deda504838,xclick,/m/031n1,1,0.489375,0.62125,0.921201,0.95591,0,0,0,0,0
009ff1deda504838,xclick,/m/031n1,1,0.556875,0.7225,0.880863,0.932458,0,0,0,0,0
009ff1deda504838,xclick,/m/031n1,1,0.635,0.72125,0.558161,0.669794,0,0,0,0,0
009ff1deda504838,xclick,/m/031n1,1,0.84375,0.8925,0.578799,0.673546,0,0,0,0,0
00a561dd8cd4fa40,xclick,/m/031n1,1,0.3625,0.425,0.7385619999999999,0.774977,0,0,0,0,0
00a561dd8cd4fa40,xclick,/m/031n1,1,0.428125,0.481875,0.7544350000000001,0.806723,0,0,0,0,0
00a561dd8cd4fa40,xclick,/m/031n1,1,0.855625,0.93625,0.9084969999999999,0.999066,0,0,0,0,0
00a561dd8cd4fa40,xclick,/m/031n1,1,0.948125,0.999375,0.901027,0.9449110000000001,1,1,0,0,0
00a691909f9aa4da,xclick,/m/031n1,1,0.0,0.106875,0.868668,0.9756100000000001,0,0,0,0,0
00a691909f9aa4da,xclick,/m/031n1,1,0.104375,0.224375,0.769231,0.8658540000000001,1,0,0,0,0
00a691909f9aa4da,xclick,/m/031n1,1,0.195,0.285,0.890244,0.9943709999999999,0,1,0,0,0
00a71b5902b62173,xclick,/m/031n1,1,0.104375,0.468125,0.120833,0.448333,1,0,0,0,0
00a71b5902b62173,xclick,/m/031n1,1,0.38625,0.921875,0.356667,0.7175,0,0,0,0,0
00a9375bb289c3e8,xclick,/m/031n1,1,0.40793,0.492511,0.82875,0.89875,1,0,0,0,0
00a9375bb289c3e8,xclick,/m/031n1,1,0.49867799999999995,0.615859,0.81,0.955,0,0,0,0,0
00a95f8886bf1b4d,xclick,/m/031n1,1,0.22875,0.32625,0.8611629999999999,0.949343,1,0,0,0,0
00a95f8886bf1b4d,xclick,/m/031n1,1,0.3975,0.4725,0.885553,0.998124,0,1,0,0,0
00b2eeb0f3bf1cfd,xclick,/m/031n1,1,0.026042000000000003,0.861458,0.0,0.625616,0,0,0,0,0
00b2eeb0f3bf1cfd,xclick,/m/031n1,1,0.045833,0.998958,0.596059,0.998768,1,1,0,0,0
